Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,IncomePerYearExp,PromotionDelay,EngagementScore,WorkloadStress,HighPerf_NoPromo,JobHopperIndex,LoyaltyScore,DissatisfactionRisk
27,0,Travel_Rarely,1291,Sales,11,3,Medical,3,Female,98,4,1,Sales Representative,4,Married,2534,6527,8,0,14,3,2,1,5,4,3,1,0,0,0,422.3333333333333,1,3.0,0,0,0.7272727272727273,0.16666666666666666,0
36,0,Travel_Rarely,1425,Research & Development,14,1,Life Sciences,3,Male,68,3,2,Healthcare Representative,4,Married,6586,4821,0,1,17,3,1,1,17,2,2,16,8,4,11,365.8888888888889,12,2.6666666666666665,1,0,0.0,0.8888888888888888,0
49,0,Travel_Rarely,470,Research & Development,20,4,Medical,3,Female,96,3,2,Manufacturing Director,1,Married,6567,5549,1,0,14,3,3,0,16,2,2,15,11,5,11,386.29411764705884,10,2.3333333333333335,0,0,0.030303030303030304,0.8823529411764706,2
45,0,Non-Travel,248,Research & Development,23,2,Life Sciences,4,Male,42,3,2,Laboratory Technician,1,Married,3633,14039,1,1,15,3,3,1,9,2,3,9,8,0,8,363.3,9,2.6666666666666665,0,0,0.034482758620689655,0.9,1
45,0,Travel_Rarely,1005,Research & Development,28,2,Technical Degree,4,Female,48,2,4,Research Director,2,Single,16704,17119,1,0,11,3,3,0,21,2,3,21,6,8,6,759.2727272727273,13,3.0,0,0,0.034482758620689655,0.9545454545454546,3
34,0,Travel_Frequently,878,Research & Development,10,4,Medical,4,Male,43,3,1,Research Scientist,3,Divorced,3815,5972,1,1,17,3,4,1,5,4,4,5,3,2,0,635.8333333333334,3,3.6666666666666665,0,0,0.05555555555555555,0.8333333333333334,0
35,0,Travel_Rarely,219,Research & Development,16,2,Other,4,Female,44,2,2,Manufacturing Director,2,Married,4788,25388,0,1,11,3,4,0,4,2,3,3,2,0,2,957.6,3,3.3333333333333335,0,0,0.0,0.6,3
33,0,Travel_Rarely,147,Human Resources,2,3,Human Resources,2,Male,99,3,1,Human Resources,3,Married,3600,8429,1,0,13,3,4,1,5,2,3,5,4,1,4,600.0,4,3.0,0,0,0.058823529411764705,0.8333333333333334,0
32,1,Travel_Rarely,1045,Sales,4,4,Medical,4,Male,32,1,3,Sales Executive,4,Married,10400,25812,1,0,11,3,3,0,14,2,2,14,8,9,8,693.3333333333334,5,3.6666666666666665,0,0,0.0625,0.9333333333333333,2
30,0,Travel_Rarely,501,Sales,27,5,Marketing,3,Male,99,3,2,Sales Executive,4,Divorced,5304,25275,7,0,23,4,4,1,10,2,2,8,7,7,7,482.1818181818182,1,3.6666666666666665,0,1,0.5,0.7272727272727273,1
34,0,Travel_Rarely,1442,Research & Development,9,3,Medical,4,Female,46,2,3,Healthcare Representative,2,Single,8621,17654,1,0,14,3,2,0,9,3,4,8,7,7,7,862.1,1,2.6666666666666665,0,0,0.05555555555555555,0.8,2
23,0,Travel_Rarely,541,Sales,2,1,Technical Degree,3,Male,62,3,1,Sales Representative,1,Divorced,2322,9518,3,0,13,3,3,1,3,3,3,0,0,0,0,580.5,0,2.3333333333333335,0,0,0.42857142857142855,0.0,0
51,0,Travel_Rarely,632,Sales,21,4,Marketing,3,Male,71,3,2,Sales Executive,4,Single,5441,8423,0,1,22,4,4,0,11,2,1,10,7,1,0,453.4166666666667,9,3.6666666666666665,1,0,0.0,0.8333333333333334,2
28,0,Travel_Frequently,791,Research & Development,1,4,Medical,4,Male,44,3,1,Laboratory Technician,3,Single,2154,6842,0,1,11,3,3,0,5,2,2,4,2,0,2,359.0,4,3.3333333333333335,1,0,0.0,0.6666666666666666,1
31,0,Travel_Rarely,616,Research & Development,12,3,Medical,4,Female,41,3,2,Healthcare Representative,4,Married,5855,17369,0,1,11,3,3,2,10,2,1,9,7,8,5,532.2727272727273,1,3.6666666666666665,1,0,0.0,0.8181818181818182,0
27,0,Travel_Rarely,608,Research & Development,1,2,Life Sciences,3,Female,68,3,3,Manufacturing Director,1,Married,7412,6009,1,0,11,3,4,0,9,3,3,9,7,0,7,741.2,9,2.6666666666666665,0,0,0.09090909090909091,0.9,1
28,0,Travel_Rarely,1169,Human Resources,8,2,Medical,2,Male,63,2,1,Human Resources,4,Divorced,4936,23965,1,0,13,3,4,1,6,6,3,5,1,0,4,705.1428571428571,5,3.3333333333333335,0,0,0.08333333333333333,0.7142857142857143,1
45,0,Non-Travel,589,Sales,2,4,Life Sciences,3,Female,67,3,2,Sales Executive,3,Married,5154,19665,4,0,22,4,2,2,10,3,4,8,7,5,7,468.54545454545456,3,2.6666666666666665,0,1,0.13793103448275862,0.7272727272727273,0
39,0,Non-Travel,792,Research & Development,1,3,Life Sciences,4,Male,77,3,2,Laboratory Technician,4,Married,6472,8989,1,1,15,3,4,1,9,2,3,9,8,5,8,647.2,4,4.0,0,0,0.043478260869565216,0.9,0
42,0,Travel_Frequently,1271,Research & Development,2,1,Medical,2,Male,35,3,1,Research Scientist,4,Single,2515,9068,5,1,14,3,4,0,8,2,3,2,1,2,2,279.44444444444446,0,3.3333333333333335,0,0,0.19230769230769232,0.2222222222222222,1
33,0,Travel_Frequently,508,Sales,10,3,Marketing,2,Male,46,2,2,Sales Executive,4,Single,4682,4317,3,0,14,3,3,0,9,6,2,7,7,0,1,468.2,7,3.0,0,0,0.17647058823529413,0.7,2
36,0,Travel_Rarely,557,Sales,3,3,Medical,1,Female,94,2,3,Sales Executive,4,Married,7644,12695,0,0,19,3,3,2,10,2,3,9,7,3,4,694.9090909090909,6,2.6666666666666665,0,0,0.0,0.8181818181818182,1
38,0,Travel_Rarely,723,Sales,2,4,Marketing,2,Female,77,1,2,Sales Representative,4,Married,5405,4244,2,1,20,4,1,2,20,4,2,4,2,0,3,257.3809523809524,4,2.3333333333333335,1,0,0.09090909090909091,0.19047619047619047,1
59,0,Travel_Rarely,715,Research & Development,2,3,Life Sciences,3,Female,69,2,4,Manufacturing Director,4,Single,13726,21829,3,1,13,3,1,0,30,4,3,5,3,4,3,442.7741935483871,1,2.6666666666666665,0,0,0.06976744186046512,0.16129032258064516,2
29,0,Travel_Rarely,1247,Sales,20,2,Marketing,4,Male,45,3,2,Sales Executive,4,Divorced,6931,10732,2,0,14,3,4,1,10,2,3,3,2,0,2,630.0909090909091,3,4.0,0,0,0.15384615384615385,0.2727272727272727,1
49,0,Travel_Frequently,1064,Research & Development,2,1,Life Sciences,2,Male,42,3,5,Research Director,4,Married,19161,13738,3,0,15,3,4,0,28,3,3,5,4,4,3,660.7241379310345,1,3.3333333333333335,0,0,0.09090909090909091,0.1724137931034483,1
50,0,Non-Travel,145,Sales,1,3,Life Sciences,4,Female,95,3,2,Sales Executive,3,Married,6347,24920,0,0,12,3,1,1,19,3,3,18,7,0,13,317.35,18,2.6666666666666665,0,0,0.0,0.9,0
27,0,Non-Travel,210,Sales,1,1,Marketing,3,Male,73,3,2,Sales Executive,2,Married,6349,22107,0,1,13,3,4,1,6,0,3,5,4,1,4,907.0,4,3.0,0,0,0.0,0.7142857142857143,0
42,0,Non-Travel,355,Research & Development,10,4,Technical Degree,3,Male,38,3,1,Research Scientist,3,Married,2936,6161,3,0,22,4,2,2,10,1,2,6,3,3,3,266.90909090909093,3,2.6666666666666665,0,0,0.11538461538461539,0.5454545454545454,0
37,0,Travel_Rarely,408,Research & Development,19,2,Life Sciences,2,Male,73,3,1,Research Scientist,2,Married,3022,10227,4,0,21,4,1,0,8,1,3,1,0,0,0,335.77777777777777,1,1.6666666666666667,0,0,0.19047619047619047,0.1111111111111111,2
36,0,Travel_Frequently,469,Research & Development,3,3,Technical Degree,3,Male,46,3,1,Research Scientist,2,Married,3692,9256,1,0,12,3,3,0,12,2,2,11,10,0,7,284.0,11,2.6666666666666665,0,0,0.05,0.8461538461538461,1
47,0,Travel_Rarely,983,Research & Development,2,2,Medical,1,Female,65,3,2,Manufacturing Director,4,Divorced,5070,7389,5,0,13,3,3,3,20,2,3,5,0,0,4,241.42857142857142,5,2.6666666666666665,0,0,0.16129032258064516,0.23809523809523808,0
39,0,Travel_Rarely,119,Sales,15,4,Marketing,2,Male,77,3,4,Sales Executive,1,Single,13341,25098,0,0,12,3,1,0,21,3,3,20,8,11,10,606.4090909090909,9,1.3333333333333333,0,0,0.0,0.9090909090909091,1
41,0,Non-Travel,552,Human Resources,4,3,Human Resources,3,Male,60,1,2,Human Resources,2,Married,6430,20794,6,0,19,3,2,1,10,4,3,3,2,1,2,584.5454545454545,2,2.3333333333333335,0,0,0.24,0.2727272727272727,1
29,1,Travel_Frequently,337,Research & Development,14,1,Other,3,Female,84,3,3,Healthcare Representative,4,Single,7553,22930,0,1,12,3,1,0,9,1,3,8,7,7,7,755.3,1,2.6666666666666665,0,0,0.0,0.8,1
38,0,Travel_Rarely,364,Research & Development,3,5,Technical Degree,4,Female,32,3,2,Research Scientist,3,Single,4317,2302,3,1,20,4,2,0,19,2,3,3,2,2,2,215.85,1,3.0,0,0,0.13636363636363635,0.15,1
32,0,Travel_Rarely,1062,Research & Development,2,3,Medical,3,Female,75,3,1,Laboratory Technician,2,Married,2370,3956,1,0,13,3,3,1,8,4,3,8,0,0,7,263.3333333333333,8,2.6666666666666665,0,0,0.0625,0.8888888888888888,0
31,1,Travel_Frequently,1445,Research & Development,1,5,Life Sciences,3,Female,100,4,3,Manufacturing Director,2,Single,7446,8931,1,0,11,3,1,0,10,2,3,10,8,4,7,676.9090909090909,6,2.0,0,0,0.06666666666666667,0.9090909090909091,1
21,0,Travel_Rarely,546,Research & Development,5,1,Medical,3,Male,97,3,1,Research Scientist,4,Single,3117,26009,1,0,18,3,3,0,3,2,3,2,2,2,2,779.25,0,3.3333333333333335,0,0,0.2,0.5,1
43,0,Travel_Frequently,422,Research & Development,1,3,Life Sciences,4,Female,33,3,2,Healthcare Representative,4,Married,5562,21782,4,0,13,3,2,1,12,2,2,5,2,2,2,427.84615384615387,3,3.3333333333333335,0,0,0.14814814814814814,0.38461538461538464,0
38,0,Travel_Rarely,1495,Research & Development,4,2,Medical,4,Female,87,3,1,Laboratory Technician,3,Married,3306,26176,7,0,19,3,4,1,7,5,2,0,0,0,0,413.25,0,3.6666666666666665,0,0,0.3181818181818182,0.0,0
50,0,Travel_Rarely,813,Research & Development,17,5,Life Sciences,4,Female,50,2,3,Research Director,1,Divorced,13269,21981,5,0,15,3,3,3,19,3,3,14,11,1,11,663.45,13,2.6666666666666665,0,0,0.14705882352941177,0.7,2
31,0,Travel_Rarely,1274,Research & Development,9,1,Life Sciences,3,Male,33,3,3,Manufacturing Director,2,Divorced,10648,14394,1,0,25,4,4,1,13,6,4,13,8,0,8,760.5714285714286,13,3.0,0,0,0.06666666666666667,0.9285714285714286,0
35,1,Travel_Rarely,303,Sales,27,3,Life Sciences,3,Male,84,3,2,Sales Executive,4,Single,5813,13492,1,1,18,3,4,0,10,2,3,10,7,7,7,528.4545454545455,3,3.6666666666666665,0,0,0.05263157894736842,0.9090909090909091,2
37,0,Travel_Rarely,1305,Research & Development,10,4,Life Sciences,3,Male,49,3,2,Manufacturing Director,2,Single,4197,21123,2,1,12,3,4,0,18,2,2,1,0,0,1,220.89473684210526,1,3.0,1,0,0.09523809523809523,0.05263157894736842,1
27,0,Travel_Rarely,1130,Sales,8,4,Marketing,2,Female,56,3,2,Sales Executive,2,Married,6214,3415,1,0,18,3,1,1,8,3,3,8,7,0,7,690.4444444444445,8,1.6666666666666667,0,0,0.09090909090909091,0.8888888888888888,0
48,0,Travel_Rarely,1355,Research & Development,4,4,Life Sciences,3,Male,78,2,3,Healthcare Representative,3,Single,10999,22245,7,0,14,3,2,0,27,3,3,15,11,4,8,392.82142857142856,11,2.6666666666666665,0,0,0.21875,0.5357142857142857,2
38,0,Travel_Frequently,1394,Research & Development,8,3,Medical,4,Female,58,2,2,Research Scientist,2,Divorced,2133,18115,1,1,16,3,3,1,20,3,3,20,11,0,7,101.57142857142857,20,3.0,0,0,0.045454545454545456,0.9523809523809523,1
36,0,Non-Travel,894,Research & Development,1,4,Medical,4,Female,33,2,2,Manufacturing Director,3,Married,4374,15411,0,0,15,3,3,0,4,6,3,3,2,1,2,874.8,2,3.3333333333333335,0,0,0.0,0.6,2
27,0,Travel_Rarely,1377,Research & Development,11,1,Life Sciences,2,Male,91,3,1,Laboratory Technician,1,Married,2099,7679,0,0,14,3,2,0,6,3,4,5,0,1,4,299.85714285714283,4,1.6666666666666667,0,0,0.0,0.7142857142857143,1
34,0,Non-Travel,999,Research & Development,26,1,Technical Degree,1,Female,92,2,1,Research Scientist,3,Divorced,2029,15891,1,0,20,4,3,3,5,2,3,5,4,0,0,338.1666666666667,5,2.3333333333333335,0,0,0.05555555555555555,0.8333333333333334,2
47,0,Travel_Frequently,217,Sales,3,3,Medical,4,Female,49,3,4,Sales Executive,3,Divorced,13770,10225,9,1,12,3,4,2,28,2,2,22,2,11,13,474.82758620689657,11,3.6666666666666665,1,0,0.2903225806451613,0.7586206896551724,0
49,0,Travel_Rarely,464,Research & Development,16,3,Medical,4,Female,74,3,1,Laboratory Technician,1,Divorced,2587,24941,4,1,16,3,2,1,17,2,2,2,2,2,2,143.72222222222223,0,2.3333333333333335,1,0,0.12121212121212122,0.1111111111111111,1
58,0,Travel_Rarely,605,Sales,21,3,Life Sciences,4,Female,72,3,4,Manager,4,Married,17875,11761,4,1,13,3,3,1,29,2,2,1,0,0,0,595.8333333333334,1,3.6666666666666665,1,0,0.09523809523809523,0.03333333333333333,1
24,1,Travel_Rarely,1448,Sales,1,1,Technical Degree,1,Female,62,3,1,Sales Representative,2,Single,3202,21972,1,1,16,3,2,0,6,4,3,5,3,1,4,457.42857142857144,4,1.6666666666666667,0,0,0.125,0.7142857142857143,1
29,0,Travel_Frequently,410,Research & Development,2,1,Life Sciences,4,Female,97,3,1,Laboratory Technician,2,Married,3180,4668,0,0,13,3,3,3,4,3,3,3,2,0,2,636.0,3,3.0,0,0,0.0,0.6,0
35,0,Travel_Rarely,1017,Research & Development,6,4,Life Sciences,2,Male,82,1,2,Research Scientist,4,Single,6646,19368,1,0,13,3,2,0,17,3,3,17,11,11,8,369.22222222222223,6,2.6666666666666665,0,0,0.05263157894736842,0.9444444444444444,2
26,0,Travel_Rarely,841,Research & Development,6,3,Other,3,Female,46,2,1,Research Scientist,2,Married,2368,23300,1,0,19,3,3,0,5,3,2,5,4,4,3,394.6666666666667,1,2.6666666666666665,0,0,0.1,0.8333333333333334,2
58,1,Travel_Rarely,286,Research & Development,2,4,Life Sciences,4,Male,31,3,5,Research Director,2,Single,19246,25761,7,1,12,3,4,0,40,2,3,31,15,13,8,469.4146341463415,18,3.3333333333333335,0,0,0.16666666666666666,0.7560975609756098,1
45,0,Travel_Frequently,364,Research & Development,25,3,Medical,2,Female,83,3,5,Manager,2,Single,18061,13035,3,0,22,4,3,0,22,4,3,0,0,0,0,785.2608695652174,0,2.3333333333333335,0,0,0.10344827586206896,0.0,2
38,0,Travel_Rarely,849,Research & Development,25,2,Life Sciences,1,Female,81,2,3,Research Director,2,Married,12061,26707,3,0,17,3,3,1,19,2,3,10,8,0,1,603.05,10,2.0,0,0,0.13636363636363635,0.5,2
22,0,Travel_Rarely,253,Research & Development,11,3,Medical,1,Female,43,3,1,Research Scientist,2,Married,2244,24440,1,0,13,3,4,1,2,1,3,2,1,1,2,748.0,1,2.3333333333333335,0,0,0.16666666666666666,0.6666666666666666,0
33,1,Travel_Rarely,1017,Research & Development,25,3,Medical,1,Male,55,2,1,Research Scientist,2,Single,2313,2993,4,1,20,4,2,0,5,0,3,2,2,2,2,385.5,0,1.6666666666666667,0,0,0.23529411764705882,0.3333333333333333,3
30,0,Non-Travel,1398,Sales,22,4,Other,3,Female,69,3,3,Sales Executive,1,Married,8412,2890,0,0,11,3,3,0,10,3,3,9,8,7,8,764.7272727272727,2,2.3333333333333335,0,0,0.0,0.8181818181818182,2
38,0,Travel_Rarely,395,Sales,9,3,Marketing,2,Male,98,2,1,Sales Representative,2,Married,2899,12102,0,0,19,3,4,1,3,3,3,2,2,1,2,724.75,1,2.6666666666666665,0,0,0.0,0.5,1
35,0,Travel_Frequently,636,Research & Development,4,4,Other,4,Male,47,2,1,Laboratory Technician,4,Married,2376,26537,1,0,13,3,2,1,2,2,4,2,2,2,2,792.0,0,3.3333333333333335,0,0,0.05263157894736842,0.6666666666666666,1
30,0,Travel_Rarely,1138,Research & Development,6,3,Technical Degree,1,Female,48,2,2,Laboratory Technician,4,Married,4627,23631,0,0,12,3,1,1,10,6,3,9,2,6,7,420.6363636363636,3,2.0,0,0,0.0,0.8181818181818182,1
27,0,Travel_Frequently,1410,Sales,3,1,Medical,4,Female,71,4,2,Sales Executive,4,Divorced,4647,16673,1,1,20,4,2,2,6,3,3,6,5,0,4,663.8571428571429,6,3.3333333333333335,0,0,0.09090909090909091,0.8571428571428571,0
23,0,Travel_Rarely,571,Research & Development,12,2,Other,4,Male,78,3,1,Laboratory Technician,4,Single,2647,13672,1,0,13,3,3,0,5,6,4,5,2,1,4,441.1666666666667,4,3.6666666666666665,0,0,0.14285714285714285,0.8333333333333334,1
46,0,Travel_Rarely,734,Research & Development,2,4,Medical,3,Male,46,3,5,Research Director,4,Divorced,19328,14218,7,1,17,3,3,1,24,3,3,2,1,2,2,773.12,0,3.3333333333333335,0,0,0.23333333333333334,0.08,0
27,0,Travel_Rarely,975,Research & Development,7,3,Medical,4,Female,55,2,2,Healthcare Representative,1,Single,6811,23398,8,0,19,3,1,0,9,2,1,7,6,0,7,681.1,7,2.0,0,0,0.7272727272727273,0.7,2
33,1,Travel_Rarely,587,Research & Development,10,1,Medical,1,Male,38,1,1,Laboratory Technician,4,Divorced,3408,6705,7,0,13,3,1,3,8,2,3,4,3,1,3,378.6666666666667,3,2.0,0,0,0.4117647058823529,0.4444444444444444,1
48,0,Travel_Rarely,492,Sales,16,4,Life Sciences,3,Female,96,3,2,Sales Executive,3,Divorced,6439,13693,8,0,14,3,3,1,18,2,3,8,7,7,7,338.89473684210526,1,3.0,0,0,0.25,0.42105263157894735,1
38,0,Travel_Rarely,833,Research & Development,18,3,Medical,2,Male,60,1,2,Healthcare Representative,4,Married,5811,24539,3,1,16,3,3,1,15,2,3,1,0,1,0,363.1875,0,3.0,0,0,0.13636363636363635,0.0625,2
34,0,Travel_Frequently,702,Research & Development,16,4,Life Sciences,3,Female,100,2,1,Research Scientist,4,Single,2553,8306,1,0,16,3,3,0,6,3,3,5,2,1,3,364.7142857142857,4,3.3333333333333335,0,0,0.05555555555555555,0.7142857142857143,3
27,0,Travel_Frequently,829,Sales,8,1,Marketing,3,Male,84,3,2,Sales Executive,4,Married,4342,24008,0,0,19,3,2,1,5,3,3,4,2,1,1,723.6666666666666,3,3.0,0,0,0.0,0.6666666666666666,0
30,0,Travel_Frequently,160,Research & Development,3,3,Medical,3,Female,71,3,1,Research Scientist,3,Divorced,2083,22653,1,0,20,4,3,1,1,2,3,1,0,0,0,1041.5,1,3.0,0,0,0.07142857142857142,0.5,0
33,0,Non-Travel,530,Sales,16,3,Life Sciences,3,Female,36,3,2,Sales Executive,4,Divorced,5368,16130,1,1,25,4,3,1,7,2,3,6,5,1,2,671.0,5,3.3333333333333335,0,0,0.058823529411764705,0.75,1
28,1,Travel_Frequently,1009,Research & Development,1,3,Medical,1,Male,45,2,1,Laboratory Technician,2,Divorced,2596,7160,1,0,15,3,1,2,1,2,3,1,0,0,0,1298.0,1,1.3333333333333333,0,0,0.08333333333333333,0.5,1
23,1,Travel_Frequently,638,Sales,9,3,Marketing,4,Male,33,3,1,Sales Representative,1,Married,1790,26956,1,0,19,3,1,1,1,3,2,1,0,1,0,895.0,0,2.0,0,0,0.14285714285714285,0.5,0
47,0,Travel_Frequently,1379,Research & Development,16,4,Medical,3,Male,64,4,2,Manufacturing Director,3,Divorced,5067,6759,1,1,19,3,3,0,20,3,4,19,10,2,7,241.28571428571428,17,3.0,0,0,0.03225806451612903,0.9047619047619048,2
51,0,Travel_Rarely,432,Research & Development,9,4,Life Sciences,4,Male,96,3,1,Laboratory Technician,4,Married,2075,18725,3,0,23,4,2,2,10,4,3,4,2,0,3,188.63636363636363,4,3.3333333333333335,0,0,0.08571428571428572,0.36363636363636365,0
35,0,Travel_Rarely,750,Research & Development,28,3,Life Sciences,2,Male,46,4,2,Laboratory Technician,3,Married,3407,25348,1,0,17,3,4,2,10,3,2,10,9,6,8,309.72727272727275,4,3.0,0,0,0.05263157894736842,0.9090909090909091,1
30,1,Travel_Rarely,1005,Research & Development,3,3,Technical Degree,4,Female,88,3,1,Research Scientist,1,Single,2657,8556,5,1,11,3,3,0,8,5,3,5,2,0,4,295.22222222222223,5,2.6666666666666665,0,0,0.35714285714285715,0.5555555555555556,1
38,0,Travel_Frequently,471,Research & Development,12,3,Life Sciences,1,Male,45,2,2,Healthcare Representative,1,Divorced,6288,4284,2,0,15,3,3,1,13,3,2,4,3,1,2,449.14285714285717,3,1.6666666666666667,0,0,0.09090909090909091,0.2857142857142857,1
25,1,Travel_Rarely,688,Research & Development,3,3,Medical,1,Male,91,3,1,Laboratory Technician,1,Married,4031,9396,5,0,13,3,3,1,6,5,3,2,2,0,2,575.8571428571429,2,1.6666666666666667,0,0,0.5555555555555556,0.2857142857142857,0
47,0,Travel_Rarely,955,Sales,4,2,Life Sciences,4,Female,83,3,2,Sales Executive,4,Single,4163,8571,1,1,17,3,3,0,9,0,3,9,0,0,7,416.3,9,3.6666666666666665,0,0,0.03225806451612903,0.9,1
48,0,Travel_Rarely,1224,Research & Development,10,3,Life Sciences,4,Male,91,2,5,Research Director,2,Married,19665,13583,4,0,12,3,4,0,29,3,3,22,10,12,9,655.5,10,3.3333333333333335,0,0,0.125,0.7333333333333333,2
35,0,Travel_Rarely,672,Research & Development,25,3,Technical Degree,4,Male,78,2,3,Manufacturing Director,2,Married,10903,9129,3,0,16,3,1,0,16,2,3,13,10,4,8,641.3529411764706,9,2.3333333333333335,0,0,0.15789473684210525,0.7647058823529411,3
26,1,Travel_Frequently,426,Human Resources,17,4,Life Sciences,2,Female,58,3,1,Human Resources,3,Divorced,2741,22808,0,1,11,3,2,1,8,2,2,7,7,1,0,304.55555555555554,6,2.3333333333333335,1,0,0.0,0.7777777777777778,1
32,0,Travel_Rarely,1018,Research & Development,3,2,Life Sciences,3,Female,39,3,3,Research Director,4,Single,11159,19373,3,0,15,3,4,0,10,6,3,7,7,7,7,1014.4545454545455,0,3.6666666666666665,0,0,0.1875,0.6363636363636364,1
35,0,Travel_Rarely,528,Human Resources,8,4,Technical Degree,3,Male,100,3,1,Human Resources,3,Single,4323,7108,1,0,17,3,2,0,6,2,1,5,4,1,4,617.5714285714286,4,2.6666666666666665,0,0,0.05263157894736842,0.7142857142857143,1
39,1,Non-Travel,592,Research & Development,2,3,Life Sciences,1,Female,54,2,1,Laboratory Technician,1,Single,3646,17181,2,1,23,4,2,0,11,2,4,1,0,0,0,303.8333333333333,1,1.3333333333333333,0,0,0.08695652173913043,0.08333333333333333,2
40,0,Travel_Frequently,791,Research & Development,2,2,Medical,3,Female,38,4,2,Healthcare Representative,2,Married,4244,9931,1,0,24,4,4,1,8,2,3,8,7,3,7,471.55555555555554,5,3.0,0,0,0.041666666666666664,0.8888888888888888,0
30,0,Travel_Rarely,1465,Research & Development,1,3,Medical,4,Male,63,3,1,Research Scientist,2,Married,3579,9369,0,1,21,4,1,1,12,2,3,11,9,5,7,275.3076923076923,6,2.3333333333333335,0,1,0.0,0.8461538461538461,0
40,0,Travel_Rarely,107,Sales,10,3,Technical Degree,2,Female,84,2,2,Sales Executive,2,Divorced,6852,11591,7,0,12,3,2,1,7,2,4,5,1,1,3,856.5,4,2.0,0,0,0.2916666666666667,0.625,1
26,0,Travel_Rarely,192,Research & Development,1,2,Medical,1,Male,59,2,1,Laboratory Technician,1,Married,3955,11141,1,0,16,3,1,2,6,2,3,5,3,1,3,565.0,4,1.0,0,0,0.1,0.7142857142857143,1
21,0,Non-Travel,895,Sales,9,2,Medical,1,Male,39,3,1,Sales Representative,4,Single,2610,2851,1,0,24,4,3,0,3,3,2,3,2,2,2,652.5,1,2.6666666666666665,0,0,0.2,0.75,1
36,0,Travel_Rarely,913,Research & Development,9,2,Medical,2,Male,48,2,2,Manufacturing Director,2,Divorced,8847,13934,2,1,11,3,3,1,13,2,3,3,2,0,2,631.9285714285714,3,2.3333333333333335,0,0,0.1,0.21428571428571427,1
28,0,Non-Travel,1103,Research & Development,16,3,Medical,3,Male,49,3,1,Research Scientist,3,Single,2144,2122,1,0,14,3,3,0,5,3,2,5,3,1,4,357.3333333333333,4,3.0,0,0,0.08333333333333333,0.8333333333333334,2
28,1,Travel_Frequently,289,Research & Development,2,2,Medical,3,Male,38,2,1,Laboratory Technician,1,Single,2561,5355,7,0,11,3,3,0,8,2,2,0,0,0,0,284.55555555555554,0,2.3333333333333335,0,0,0.5833333333333334,0.0,2
21,1,Travel_Rarely,337,Sales,7,1,Marketing,2,Male,31,3,1,Sales Representative,2,Single,2679,4567,1,0,13,3,2,0,1,3,3,1,0,1,0,1339.5,0,2.0,0,0,0.2,0.5,1
40,0,Travel_Rarely,555,Research & Development,2,3,Medical,2,Female,78,2,2,Laboratory Technician,3,Married,3448,13436,6,0,22,4,2,1,20,3,3,1,0,0,0,164.1904761904762,1,2.3333333333333335,0,0,0.25,0.047619047619047616,1
33,0,Travel_Frequently,970,Sales,7,3,Life Sciences,4,Female,30,3,2,Sales Executive,2,Married,4302,13401,0,0,17,3,3,1,4,3,3,3,2,0,2,860.4,3,3.0,0,0,0.0,0.6,0
42,0,Travel_Rarely,1142,Research & Development,8,3,Life Sciences,4,Male,81,3,1,Laboratory Technician,3,Single,3968,13624,4,0,13,3,4,0,8,3,3,0,0,0,0,440.8888888888889,0,3.6666666666666665,0,0,0.15384615384615385,0.0,1
50,0,Travel_Frequently,809,Sales,12,3,Marketing,3,Female,77,3,3,Sales Executive,4,Single,9208,6645,4,0,11,3,4,0,16,3,3,2,2,2,1,541.6470588235294,0,3.6666666666666665,0,0,0.11764705882352941,0.11764705882352941,1
46,0,Travel_Rarely,644,Research & Development,1,4,Medical,4,Male,97,3,3,Healthcare Representative,1,Divorced,9396,12368,7,0,16,3,3,1,17,3,3,4,2,0,3,522.0,4,2.6666666666666665,0,0,0.23333333333333334,0.2222222222222222,0
20,1,Travel_Rarely,1362,Research & Development,10,1,Medical,4,Male,32,3,1,Research Scientist,3,Single,1009,26999,1,1,11,3,4,0,1,5,3,1,0,1,1,504.5,0,3.6666666666666665,0,0,0.25,0.5,1
